X,Y,OBJECTID,ID,IsNTMT,STREET,BLOCKNUM,BLOCKDIR,CROSSSTREET,CROSSBLOCK,CROSSBLOCKDIR,COUNTDATE,VOLUME,COUNTTYPE,DIRECTION,DESCRIPTION,DISTRICT,COUNTSTATION,BUDGETYR,COMMENTS,VERIFIEDON,AVG_SPEED
646850.49835958,919941.230314963,26578,14211,1,15TH AVE,1500,W,MARYLAND AVE,6500,N,2016/02/23 07:00:00+00,4328,MID2,North Bound,Cut Thru Traffic,5,5150,2016,,2016/03/03 15:10:04+00,33
685779.652559057,1013037.50918635,26579,14212,0,DOVE VALLEY RD,32930,N,52ND PL,5370,E,2016/02/24 07:00:00+00,2045,MID2,West Bound,Special,2,3474,2016,,2016/03/09 20:53:54+00,24
685779.637795277,1013004.76115485,26580,14212,0,DOVE VALLEY RD,32930,N,56TH ST,5600,E,2016/02/24 07:00:00+00,1724,MID2,East Bound,Special,2,3474,2016,,2016/03/09 20:53:54+00,24
642177.151902888,833509.735892385,26589,14218,0,PECOS RD,17050,S,CHANDLER BLVD,2700,W,2016/02/09 07:00:00+00,2000,MID2,West Bound,Volume Map,6,1503,2016,,2016/03/03 19:51:16+00,
642299.19324147,833407.638779528,26590,14218,0,PECOS RD,17050,S,17TH AVE,1300,W,2016/02/09 07:00:00+00,1997,MID2,East Bound,Volume Map,6,1503,2016,,2016/03/03 19:51:16+00,
638675.959317584,833814.625984251,26591,14219,0,CHANDLER BLVD,2700,W,PECOS RD,17050,S,2016/02/09 07:00:00+00,1866,MID2,South Bound,Volume Map,6,6387,2016,,2016/03/03 19:43:22+00,
638724.849081364,833814.532152228,26592,14219,0,CHANDLER BLVD,2700,W,SHAUGHNESSEY RD,16600,S,2016/02/09 07:00:00+00,1923,MID2,North Bound,Volume Map,6,6387,2016,,2016/03/03 19:43:22+00,
637567.098753281,835545.031167977,26593,14220,0,SHAUGHNESSEY RD,16600,S,31ST LN,3100,W,2016/02/09 07:00:00+00,958,MID2,West Bound,Volume Map,6,5385,2016,,2016/03/03 19:40:23+00,
637548.645013124,835483.213910758,26594,14220,0,SHAUGHNESSEY RD,16600,S,CHANDLER BLVD,2700,W,2016/02/09 07:00:00+00,970,MID2,East Bound,Volume Map,6,5385,2016,,2016/03/03 19:40:23+00,
645881.456036747,837614.655511811,26601,14224,0,CHANDLER BLVD,15600,S,19TH AVE,1900,W,2016/02/09 07:00:00+00,2153,MID2,West Bound,Volume Map,6,6266,2016,,2016/03/09 20:57:04+00,
645850.786089238,837545.577427819,26602,14224,0,CHANDLER BLVD,15600,S,13TH AVE,1300,W,2016/02/09 07:00:00+00,1804,MID2,East Bound,Volume Map,6,6266,2016,,2016/03/09 20:57:04+00,
597717.48687664,881118.363188975,26603,14225,0,LOWER BUCKEYE RD,2800,S,91ST AVE,9100,W,2016/02/10 07:00:00+00,10801,MID2,West Bound,Volume Map,7,6305,2016,,2016/03/09 20:57:26+00,
597839.296587925,881045.20013123,26604,14225,0,LOWER BUCKEYE RD,2800,S,87TH AVE,8700,W,2016/02/10 07:00:00+00,10133,MID2,East Bound,Volume Map,7,6305,2016,,2016/03/09 20:57:26+00,
644032.550853018,887646.807086617,26605,14226,0,19TH AVE,1900,W,BUCKEYE RD,1200,S,2016/02/10 07:00:00+00,8040,MID2,South Bound,Volume Map,7,1009,2016,,2016/03/24 19:35:08+00,
644099.660433073,887646.688976377,26606,14226,0,19TH AVE,1900,W,JEFFERSON ST,100,S,2016/02/10 07:00:00+00,10823,MID2,North Bound,Volume Map,7,1009,2016,,2016/03/24 19:35:08+00,
649364.228674542,885414.72047244,26607,14228,0,7TH AVE,700,W,I17,2200,S,2016/02/10 07:00:00+00,9922,MID2,South Bound,Volume Map,8,6081,2016,,2016/03/24 19:35:31+00,
649449.646981627,885414.583989501,26608,14228,0,7TH AVE,700,W,BUCKEYE RD,1200,S,2016/02/10 07:00:00+00,13203,MID2,North Bound,Volume Map,8,6081,2016,,2016/03/24 19:35:31+00,
644252.999343831,953762.756561682,26609,14229,0,19TH AVE,14600,N,GREENWAY RD,15400,N,2016/02/17 07:00:00+00,10200,MID2,South Bound,Volume Map,3,4066,2016,,2016/03/24 19:35:46+00,
644338.233267717,953762.605971128,26610,14229,0,19TH AVE,14600,N,ACOMA DR,14600,N,2016/02/17 07:00:00+00,10181,MID2,North Bound,Volume Map,3,4066,2016,,2016/03/24 19:35:46+00,
630624.645669293,902453.019028872,26611,14230,0,THOMAS RD,2900,N,43RD AVE,4300,W,2016/02/16 07:00:00+00,16610,MID2,West Bound,Volume Map,4,5315,2016,,2016/03/24 19:45:36+00,
630075.668307088,902385.094160102,26612,14230,0,THOMAS RD,2900,N,39TH AVE,3900,W,2016/02/16 07:00:00+00,16441,MID2,East Bound,Volume Map,4,5315,2016,,2016/03/24 19:45:36+00,
632163.962926511,923564.247375324,26613,14232,0,GLENDALE AVE,7000,N,39TH AVE,3900,W,2016/02/16 07:00:00+00,19524,MID2,West Bound,Volume Map,5,3359,2016,,2016/03/24 20:03:17+00,
632163.798884515,923487.837926507,26614,14232,0,GLENDALE AVE,7000,N,35TH AVE,3500,W,2016/02/16 07:00:00+00,19437,MID2,East Bound,Volume Map,5,3359,2016,,2016/03/24 20:03:17+00,
671171.754265092,897034.253608927,26615,14233,0,MCDOWELL RD,1600,N,36TH ST,3600,E,2016/02/17 07:00:00+00,16826,MID2,West Bound,Volume Map,8,4287,2016,,2016/03/24 20:03:43+00,
671171.681430448,896954.206364833,26616,14233,0,MCDOWELL RD,1600,N,32ND ST,3200,E,2016/02/17 07:00:00+00,13807,MID2,East Bound,Volume Map,8,4287,2016,,2016/03/24 20:03:43+00,
687179.176837269,905606.988845147,26617,14234,0,INDIAN SCHOOL RD,3500,N,60TH ST,6000,E,2016/02/17 07:00:00+00,11407,MID2,West Bound,Volume Map,6,5242,2016,,2016/03/24 20:04:10+00,
687063.279855642,905494.241797902,26618,14234,0,INDIAN SCHOOL RD,3500,N,56TH ST,5600,E,2016/02/17 07:00:00+00,11619,MID2,East Bound,Volume Map,6,5242,2016,,2016/03/24 20:04:10+00,
657979.591863517,931553.326115489,26639,14257,1,BUTLER DR,8500,N,13TH ST,1300,E,2016/03/15 07:00:00+00,273,MID2,West Bound,Cut Thru Traffic,"3, 6",3251,2016,,2016/03/30 19:32:00+00,30
657979.519356955,931498.747703411,26640,14257,1,BUTLER DR,8500,N,13TH PL,1320,E,2016/03/15 07:00:00+00,299,MID2,East Bound,Cut Thru Traffic,"3, 6",3251,2016,,2016/03/30 19:32:00+00,30
650102.141076114,894884.593832023,26643,14259,0,5TH AVE,500,W,I10,1300,N,2016/02/09 07:00:00+00,3980,MID1,South Bound,Volume Map,7,4388,2016,,2016/03/29 15:29:00+00,
650122.909120735,892577.741797902,26644,14260,0,5TH AVE,500,W,ROOSEVELT ST,1000,N,2016/02/09 07:00:00+00,2506,MID1,South Bound,Volume Map,7,2005,2016,,2016/03/29 15:35:53+00,
650090.244094487,891202.435039371,26645,14261,0,5TH AVE,500,W,VAN BUREN ST,300,N,2016/02/09 07:00:00+00,1584,MID1,South Bound,Volume Map,7,3006,2016,,2016/03/29 15:39:31+00,
650082.838910762,896183.575459316,26647,14263,0,5TH AVE,1600,N,MCDOWELL RD,1600,N,2016/02/09 07:00:00+00,3154,MID1,South Bound,Volume Map,7,5004,2016,,2016/03/29 15:46:34+00,
650106.550853018,893811.224081367,26648,14264,0,5TH AVE,500,W,ROOSEVELT ST,1000,N,2016/02/09 07:00:00+00,2527,MID1,South Bound,Volume Map,7,2005,2016,,2016/03/29 15:50:11+00,
650864.490157481,888923.518700786,26649,14267,0,3RD AVE,300,W,LINCOLN ST,600,S,2016/02/09 07:00:00+00,1118,MID2,South Bound,Volume Map,"7, 8",6366,2016,,2016/03/30 14:01:48+00,
650916.345800526,888923.438320212,26650,14267,0,3RD AVE,300,W,JEFFERSON ST,100,S,2016/02/09 07:00:00+00,1565,MID2,North Bound,Volume Map,"7, 8",6366,2016,,2016/03/30 14:01:48+00,
650913.686679792,891146.571850397,26651,14268,0,3RD AVE,300,W,VAN BUREN ST,300,N,2016/02/09 07:00:00+00,4222,MID1,North Bound,Volume Map,7,4005,2016,,2016/03/30 15:42:46+00,
650906.835301839,892631.095800526,26652,14269,0,3RD AVE,300,W,ROOSEVELT ST,1000,N,2016/02/09 07:00:00+00,4351,MID1,North Bound,Volume Map,7,3004,2016,,2016/03/30 15:51:48+00,
650909.072506562,894075.582677163,26653,14270,0,3RD AVE,300,W,ROOSEVELT ST,1000,N,2016/02/09 07:00:00+00,4435,MID1,North Bound,Volume Map,7,3004,2016,,2016/03/30 16:02:14+00,
650886.167979002,895039.82513123,26654,14271,0,3RD AVE,300,W,I10,1300,N,2016/02/09 07:00:00+00,5065,MID1,North Bound,Volume Map,7,1367,2016,,2016/03/30 16:10:38+00,
650747.967191599,896382.653215222,26655,14272,0,3RD AVE,1600,N,MCDOWELL RD,1600,N,2016/02/09 07:00:00+00,6064,MID1,North Bound,Volume Map,7,6003,2016,,2016/03/30 16:15:57+00,
650911.951771654,890025.913385823,26663,14280,0,3RD AVE,300,W,LINCOLN ST,600,S,2016/02/09 07:00:00+00,4075,MID1,North Bound,Volume Map,7,6366,2016,,2016/03/30 16:20:17+00,
683311.409776904,942190.791666664,26668,14303,1,CHOLLA ST,11400,N,50TH ST,5000,E,2016/04/12 07:00:00+00,572,MID2,West Bound,Cut Thru Traffic,3,6165,2016,,2016/04/20 21:05:26+00,32
683311.380905513,942136.212926507,26669,14303,1,CHOLLA ST,11400,N,51ST ST,5100,E,2016/04/12 07:00:00+00,669,MID2,East Bound,Cut Thru Traffic,3,6165,2016,,2016/04/20 21:05:26+00,32
686000.303805776,942193.121719159,26670,14304,1,CHOLLA ST,11400,N,54TH PL,5420,E,2016/04/12 07:00:00+00,449,MID2,West Bound,Cut Thru Traffic,3,2232,2016,,2016/04/20 21:04:18+00,34
686000.277887139,942134.90452756,26671,14304,1,CHOLLA ST,11400,N,55TH ST,5470,E,2016/04/12 07:00:00+00,582,MID2,East Bound,Cut Thru Traffic,3,2232,2016,,2016/04/20 21:04:18+00,34
644198.349737532,986419.679461941,26674,14311,0,19TH AVE,1900,W,ALAMEDA RD,24000,N,2016/04/13 07:00:00+00,6685,MID2,South Bound,Volume Map,1,4027,2016,,2016/04/21 14:38:29+00,
644310.844160106,986408.563648291,26675,14311,0,19TH AVE,1900,W,HAPPY VALLEY RD,25000,N,2016/04/13 07:00:00+00,6262,MID2,North Bound,Volume Map,1,4027,2016,,2016/04/21 14:38:29+00,
644536.900262468,986990.350721784,26676,14312,0,HAPPY VALLEY RD,25000,N,15TH AVE,1500,W,2016/04/13 07:00:00+00,9459,MID2,West Bound,Volume Map,1,5414,2016,,2016/04/21 14:43:03+00,
644536.707349081,986881.19094488,26677,14312,0,HAPPY VALLEY RD,25000,N,19TH AVE,1900,W,2016/04/13 07:00:00+00,7576,MID2,East Bound,Volume Map,1,5414,2016,,2016/04/21 14:43:03+00,
643728.039041996,986995.428805776,26678,14313,0,HAPPY VALLEY RD,2300,W,19TH AVE,1900,W,2016/04/13 07:00:00+00,8133,MID2,West Bound,Volume Map,1,2199,2016,,2016/04/21 14:48:28+00,
643724.796259843,986882.635826774,26679,14313,0,HAPPY VALLEY RD,2300,W,23RD AVE,2300,W,2016/04/13 07:00:00+00,8799,MID2,East Bound,Volume Map,1,2199,2016,,2016/04/21 14:48:28+00,
669184.445866141,891778.47965879,26689,14292,0,VAN BUREN ST,300,N,32ND ST,3200,E,2016/01/06 07:00:00+00,6879,MID2,West Bound,Volume Map,8,2344,2016,,2016/04/12 23:33:42+00,
669062.383858267,891716.744094491,26690,14292,0,VAN BUREN ST,300,N,28TH ST,2800,E,2016/01/06 07:00:00+00,7520,MID2,East Bound,Volume Map,8,2344,2016,,2016/04/12 23:33:42+00,
651242.262139108,886634.315288715,26691,14293,0,BUCKEYE RD,1240,S,7TH AVE,700,W,2015/11/04 07:00:00+00,9912,MID2,West Bound,Volume Map,8,1178,2016,,2016/04/12 23:34:18+00,
651303.144356955,886550.536089242,26692,14293,0,BUCKEYE RD,1240,S,CENTRAL AVE,0,W,2015/11/04 07:00:00+00,8610,MID2,East Bound,Volume Map,8,1178,2016,,2016/04/12 23:34:18+00,
663486.708333332,862367.399606302,26695,14297,1,SOUTH MOUNTAIN AVE,8400,S,20TH ST,2000,E,2016/04/05 07:00:00+00,2045,MID2,West Bound,Cut Thru Traffic,8,2442,2016,,2016/04/13 21:20:07+00,36
663486.674868766,862338.29199475,26696,14297,1,SOUTH MOUNTAIN AVE,8400,S,24TH ST,2400,E,2016/04/05 07:00:00+00,1944,MID2,East Bound,Cut Thru Traffic,8,2442,2016,,2016/04/13 21:20:07+00,36
677908.184383202,958025.642716534,26733,14348,1,PARADISE LN,16200,N,41ST PL,4150,E,2016/04/20 07:00:00+00,494,MID2,West Bound,Cut Thru Traffic,2,4232,2016,,2016/05/18 16:49:51+00,27
677908.151246719,957978.340879261,26734,14348,1,PARADISE LN,16200,N,43RD ST,4300,E,2016/04/20 07:00:00+00,481,MID2,East Bound,Cut Thru Traffic,2,4232,2016,,2016/05/18 16:49:51+00,27
614951.922572177,881758.820866145,26777,14370,1,63RD AVE,6300,W,MAGNOLIA ST,2700,S,2016/04/26 07:00:00+00,1238,MID2,South Bound,Cut Thru Traffic,7,4454,2016,,2016/05/18 16:55:34+00,32
614982.432742782,881758.739173226,26778,14370,1,63RD AVE,6300,W,LOWER BUCKEYE RD,2800,S,2016/04/26 07:00:00+00,1104,MID2,North Bound,Cut Thru Traffic,7,4454,2016,,2016/05/18 16:55:34+00,32
614950.050196849,881060.229002625,26779,14371,1,63RD AVE,6300,W,LOWER BUCKEYE RD,2800,S,2016/04/26 07:00:00+00,1447,MID2,South Bound,Cut Thru Traffic,7,1473,2016,,2016/05/18 16:55:57+00,32
614980.561351705,881060.147309713,26780,14371,1,63RD AVE,6300,W,WILLIAMS ST,2900,S,2016/04/26 07:00:00+00,1139,MID2,North Bound,Cut Thru Traffic,7,1473,2016,,2016/05/18 16:55:57+00,32
650142.61417323,862381.882874019,26781,14372,1,SOUTH MOUNTAIN AVE,8400,S,3RD AVE,300,W,2016/05/03 07:00:00+00,819,MID2,West Bound,Cut Thru Traffic,8,2283,2016,,2016/05/18 16:34:24+00,32
650142.528543308,862327.306102365,26782,14372,1,SOUTH MOUNTAIN AVE,8400,S,6TH AVE,610,W,2016/05/03 07:00:00+00,859,MID2,East Bound,Cut Thru Traffic,8,2283,2016,,2016/05/18 16:34:24+00,32
673297.475065615,911724.746062994,26785,14374,1,36TH ST,3600,E,COOLIDGE ST,4640,N,2016/05/06 07:00:00+00,2375,MID2,South Bound,Cut Thru Traffic,6,2095,2016,,2016/05/18 16:35:10+00,36
673358.437335957,911724.694553807,26786,14374,1,36TH ST,3600,E,HIGHLAND AVE,4700,N,2016/05/06 07:00:00+00,2635,MID2,North Bound,Cut Thru Traffic,6,2095,2016,,2016/05/18 16:35:10+00,36
631144.300853018,873554.756233595,26787,14375,1,39TH AVE,3900,W,WIER AVE,4800,S,2016/05/10 07:00:00+00,317,MID2,South Bound,Cut Thru Traffic,7,5499,2016,,2016/05/18 16:35:31+00,36
631177.870734908,873554.683398947,26788,14375,1,39TH AVE,3900,W,CHAMBERS ST,5400,S,2016/05/10 07:00:00+00,487,MID2,North Bound,Cut Thru Traffic,7,5499,2016,,2016/05/18 16:35:31+00,36
660559.417322833,914208.631561682,26789,14376,1,COLTER ST,5200,N,16TH ST,1600,E,2016/05/04 07:00:00+00,4123,MID2,West Bound,Cut Thru Traffic,6,4398,2016,,2016/05/18 16:56:09+00,32
660416.053149607,914117.847112864,26790,14376,1,COLTER ST,5200,N,SR51,1800,E,2016/05/04 07:00:00+00,4181,MID2,East Bound,Cut Thru Traffic,6,4398,2016,,2016/05/18 16:56:09+00,32
660011.414370079,897803.184383199,26795,14379,0,16TH ST,1600,E,OAK ST,2300,N,2016/04/26 07:00:00+00,11636,MID2,South Bound,Volume Map,4,2101,2016,,2016/05/18 16:36:59+00,
660090.833333332,897908.601377949,26796,14379,0,16TH ST,1600,E,MCDOWELL RD,1600,N,2016/04/26 07:00:00+00,11482,MID2,North Bound,Volume Map,4,2101,2016,,2016/05/18 16:36:59+00,
645598.550853018,886519.783464566,26797,14380,0,BUCKEYE RD,1200,S,19TH AVE,1900,W,2016/04/26 07:00:00+00,8964,MID2,West Bound,Volume Map,8,2172,2016,,2016/05/18 16:37:24+00,
645689.936679792,886443.218175851,26798,14380,0,BUCKEYE RD,1200,S,15TH AVE,1500,W,2016/04/26 07:00:00+00,9812,MID2,East Bound,Volume Map,8,2172,2016,,2016/05/18 16:37:24+00,
633682.240157481,935582.911089242,26799,14381,0,35TH AVE,3500,W,CHERYL DR,10200,N,2016/04/26 07:00:00+00,13717,MID2,South Bound,Volume Map,1,2015,2016,,2016/05/18 16:37:48+00,
633782.752624672,935582.70013123,26800,14381,0,35TH AVE,3500,W,DUNLAP AVE,9000,N,2016/04/26 07:00:00+00,14854,MID2,North Bound,Volume Map,1,2015,2016,,2016/05/18 16:37:48+00,
634711.217519686,976442.55347769,26801,14382,0,DEER VALLEY RD,21800,N,35TH AVE,3500,W,2016/04/26 07:00:00+00,7239,MID2,West Bound,Volume Map,1,2207,2016,,2016/05/18 16:38:22+00,
634711.051181104,976362.503280841,26802,14382,0,DEER VALLEY RD,21800,N,31ST AVE,3100,W,2016/04/26 07:00:00+00,6261,MID2,East Bound,Volume Map,1,2207,2016,,2016/05/18 16:38:22+00,
674147.189304464,955485.119750656,26803,14383,0,GREENWAY RD,15400,N,40TH ST,4000,E,2016/04/26 07:00:00+00,20460,MID2,West Bound,Volume Map,2,5207,2016,,2016/05/18 16:38:45+00,
674147.102690287,955379.600065619,26804,14383,0,GREENWAY RD,15400,N,SR51,3500,E,2016/04/26 07:00:00+00,20625,MID2,East Bound,Volume Map,2,5207,2016,,2016/05/18 16:38:45+00,
646786.995078739,929277.902887136,26920,14457,0,15TH AVE,1500,W,BUTLER DR,8500,N,2016/06/07 07:00:00+00,1875,MID2,South Bound,Volume Map,"3, 5",6154,2016,,2016/06/14 14:30:41+00,32
646835.737860892,929277.820866145,26921,14457,0,15TH AVE,1500,W,NORTHERN AVE,8000,N,2016/06/07 07:00:00+00,2018,MID2,North Bound,Volume Map,"3, 5",6154,2016,,2016/06/14 14:30:41+00,32
635621.379593175,915624.936023623,26922,14458,0,MISSOURI AVE,5500,N,35TH AVE,3500,W,2016/06/08 07:00:00+00,2921,MID2,West Bound,Volume Map,5,1363,2016,,2016/06/14 14:32:31+00,34
635621.261154857,915566.719488189,26923,14458,0,MISSOURI AVE,5500,N,31ST AVE,3100,W,2016/06/08 07:00:00+00,2231,MID2,East Bound,Volume Map,5,1363,2016,,2016/06/14 14:32:31+00,34
646794.362860892,928226.342519686,26932,14459,0,15TH AVE,1500,W,NORTHERN AVE,8000,N,2016/06/22 07:00:00+00,2349,MID2,South Bound,Volume Map,"3, 5",3163,2016,,2016/07/12 15:05:36+00,33
646843.107283466,928226.260498688,26933,14459,0,15TH AVE,1500,W,ORANGEWOOD AVE,7500,N,2016/06/22 07:00:00+00,2177,MID2,North Bound,Volume Map,"3, 5",3163,2016,,2016/07/12 15:05:36+00,33
631177.320538059,968463.242125981,26934,14472,1,YORKSHIRE DR,19400,N,37TH AVE,3700,W,2016/06/28 07:00:00+00,2525,MID2,West Bound,Cut Thru Traffic,1,1211,2016,,2016/07/12 15:13:59+00,36
631177.225065615,968419.578412071,26935,14472,1,YORKSHIRE DR,19400,N,39TH AVE,3900,W,2016/06/28 07:00:00+00,1397,MID2,East Bound,Cut Thru Traffic,1,1211,2016,,2016/07/12 15:13:59+00,36
641566.093175855,916475.731299214,26938,14485,0,23RD AVE,2300,W,BETHANY HOME RD,6000,N,2016/07/06 07:00:00+00,2634,MID2,South Bound,Volume Map,4,1158,2017,,2016/08/25 16:17:22+00,
641620.951115485,916475.629921257,26939,14485,0,23RD AVE,2300,W,MISSOURI AVE,5500,N,2016/07/06 07:00:00+00,2004,MID2,North Bound,Volume Map,4,1158,2017,,2016/08/25 16:17:22+00,
639542.89895013,918313.36942257,26940,14486,0,BETHANY HOME RD,6100,N,27TH AVE,2700,W,2016/07/06 07:00:00+00,23808,MID2,West Bound,Volume Map,5,6355,2017,,2016/08/25 16:17:53+00,
639375.084317584,918208.172572181,26941,14486,0,BETHANY HOME RD,6100,N,I17,2500,W,2016/07/19 07:00:00+00,23310,MID2,East Bound,Volume Map,5,6355,2017,,2016/08/25 16:17:53+00,
628401.357283466,919726.573162727,26942,14487,0,43RD AVE,4300,W,MARYLAND AVE,6500,N,2016/07/06 07:00:00+00,16257,MID2,South Bound,Volume Map,5,1144,2017,,2016/08/25 16:18:16+00,
628480.588582676,919726.394028872,26943,14487,0,43RD AVE,4300,W,BETHANY HOME RD,6000,N,2016/07/19 07:00:00+00,14529,MID2,North Bound,Volume Map,5,1144,2017,,2016/08/25 16:18:16+00,
617720.799212597,909382.629593179,26944,14488,0,59TH AVE,5900,W,CAMPBELL AVE,4500,N,2016/07/06 07:00:00+00,14247,MID2,South Bound,Volume Map,5,1137,2017,,2016/08/25 16:18:46+00,
617800.05675853,909382.423556432,26945,14488,0,59TH AVE,5900,W,INDIAN SCHOOL RD,4100,N,2016/07/05 07:00:00+00,11089,MID2,North Bound,Volume Map,5,1137,2017,,2016/08/25 16:18:46+00,
624560.482611548,907731.871719159,26946,14489,0,INDIAN SCHOOL RD,4100,N,51ST AVE,5100,W,2016/07/06 07:00:00+00,19260,MID2,West Bound,Volume Map,"4, 5",7013,2017,,2016/08/25 16:19:05+00,
624560.317585301,907662.739501312,26947,14489,0,INDIAN SCHOOL RD,4100,N,47TH AVE,4700,W,2016/07/06 07:00:00+00,21139,MID2,East Bound,Volume Map,"4, 5",7013,2017,,2016/08/25 16:19:05+00,
630251.505249344,912994.726706035,26948,14490,0,CAMELBACK RD,5000,N,43RD AVE,4300,W,2016/07/06 07:00:00+00,16291,MID2,West Bound,Volume Map,5,6350,2017,,2016/08/25 16:19:24+00,
629763.653871391,912919.396325462,26949,14490,0,CAMELBACK RD,5000,N,39TH AVE,3900,W,2016/07/19 07:00:00+00,16572,MID2,East Bound,Volume Map,5,6350,2017,,2016/08/25 16:19:24+00,
635494.104330707,912994.517060369,26950,14491,0,CAMELBACK RD,5000,N,35TH AVE,3500,W,2016/07/06 07:00:00+00,18365,MID2,West Bound,Volume Map,"4, 5",5336,2017,,2016/08/25 16:19:57+00,
635463.460958004,912914.531167977,26951,14491,0,CAMELBACK RD,5000,N,31ST AVE,3100,W,2016/07/06 07:00:00+00,19211,MID2,East Bound,Volume Map,"4, 5",5336,2017,,2016/08/25 16:19:57+00,
639761.363517061,913011.572834648,26952,14492,0,CAMELBACK RD,2500,W,27TH AVE,2700,W,2016/07/05 07:00:00+00,21366,MID2,West Bound,Volume Map,"4, 5",6407,2017,,2016/08/25 16:20:12+00,
639761.127952754,912887.862532809,26953,14492,0,CAMELBACK RD,2500,W,BLACK CANYON HWY W,2500,W,2016/07/05 07:00:00+00,22125,MID2,East Bound,Volume Map,"4, 5",6407,2017,,2016/08/25 16:20:12+00,
636298.55905512,911370.091207348,26954,14493,0,31ST AVE,3100,W,CAMELBACK RD,5000,N,2016/07/06 07:00:00+00,1614,MID2,South Bound,Volume Map,4,1156,2017,,2016/08/25 16:20:32+00,
636356.474081364,911369.974409446,26955,14493,0,31ST AVE,3100,W,CAMPBELL AVE,4500,N,2016/07/06 07:00:00+00,1551,MID2,North Bound,Volume Map,4,1156,2017,,2016/08/25 16:20:32+00,
639593.810367454,905072.581036747,26956,14494,0,OSBORN RD,2700,W,27TH AVE,2700,W,2016/07/06 07:00:00+00,897,MID2,West Bound,Volume Map,4,1377,2017,,2016/08/25 16:20:54+00,
639593.692585301,905010.72604987,26957,14494,0,OSBORN RD,2700,W,I17,2700,W,2016/07/06 07:00:00+00,518,MID2,East Bound,Volume Map,4,1377,2017,,2016/08/25 16:20:54+00,
628288.276574802,900751.746062994,26958,14495,0,43RD AVE,4300,W,THOMAS RD,2900,N,2016/07/06 07:00:00+00,18681,MID2,South Bound,Volume Map,4,5128,2017,,2016/08/25 16:21:29+00,
628387.891076114,901653.879593179,26959,14495,0,43RD AVE,4300,W,ENCANTO BLVD,2300,N,2016/07/19 07:00:00+00,18869,MID2,North Bound,Volume Map,4,5128,2017,,2016/08/25 16:21:29+00,
628232.187992126,894835.609251969,26960,14496,0,43RD AVE,4300,W,I10,1300,N,2016/07/06 07:00:00+00,20521,MID2,South Bound,Volume Map,"4, 7",1512,2017,,2016/08/25 16:21:49+00,
628320.647309713,894842.686023623,26961,14496,0,43RD AVE,4300,W,ROOSEVELT ST,1000,N,2016/07/06 07:00:00+00,22793,MID2,North Bound,Volume Map,"4, 7",1512,2017,,2016/08/25 16:21:49+00,
644059.964238845,896266.405839898,26962,14497,0,19TH AVE,1900,W,MCDOWELL RD,1600,N,2016/07/26 07:00:00+00,13037,MID2,South Bound,Volume Map,"4, 7",6234,2017,,2016/08/25 16:22:11+00,
644136.204724409,896266.271325462,26963,14497,0,19TH AVE,1900,W,I10,1300,N,2016/07/06 07:00:00+00,12980,MID2,North Bound,Volume Map,"4, 7",6234,2017,,2016/08/25 16:22:11+00,
649438.908792652,916891.512139104,26964,14498,0,7TH AVE,700,W,BETHANY HOME RD,6000,N,2016/07/06 07:00:00+00,9692,MID2,South Bound,Volume Map,"4, 6",6159,2017,,2016/08/25 16:22:30+00,
649521.218175855,916905.934711285,26965,14498,0,7TH AVE,700,W,MISSOURI AVE,5500,N,2016/07/06 07:00:00+00,10510,MID2,North Bound,Volume Map,"4, 6",6159,2017,,2016/08/25 16:22:30+00,
632495.995406825,907815.831364833,26966,14499,0,INDIAN SCHOOL RD,4100,N,37TH AVE,3700,W,2016/07/19 07:00:00+00,3726,MID2,West Bound,Volume Map,4,1379,2017,,2016/08/25 17:43:18+00,
632434.660104986,907644.950459316,26967,14499,0,INDIAN SCHOOL RD,4100,N,33RD AVE,3300,W,2016/07/19 07:00:00+00,3946,MID2,East Bound,Volume Map,4,1379,2017,,2016/08/25 17:43:18+00,
646723.981955379,980233.202427819,26968,14527,0,15TH AVE,1500,W,PINNACLE PEAK RD,23400,N,2016/07/05 07:00:00+00,394,MID2,South Bound,Volume Map,1,6459,2017,,2016/08/25 16:23:02+00,
646763.521325458,980233.135498688,26969,14527,0,15TH AVE,1500,W,WILLIAMS DR,22600,N,2016/07/05 07:00:00+00,247,MID2,North Bound,Volume Map,1,6459,2017,,2016/08/25 16:23:02+00,
650758.522965878,987001.806430444,26970,14528,0,HAPPY VALLEY RD,25000,N,7TH AVE,700,W,2016/07/06 07:00:00+00,5523,MID2,West Bound,Volume Map,2,4209,2017,,2016/08/25 16:29:23+00,
650758.460301839,986961.781167977,26971,14528,0,HAPPY VALLEY RD,25000,N,CENTRAL AVE,0,W,2016/07/06 07:00:00+00,5732,MID2,East Bound,Volume Map,2,4209,2017,,2016/08/25 16:29:23+00,
642450.21883202,991611.586614177,26972,14529,0,JOMAX RD,26700,N,NORTERRA PKWY,2420,W,2016/07/06 07:00:00+00,2924,MID2,West Bound,Volume Map,"1, 2",4433,2017,,2016/08/25 16:29:58+00,
642450.365813646,991691.637467191,26973,14529,0,JOMAX RD,26700,N,19TH AVE,1900,W,2016/07/06 07:00:00+00,2721,MID2,East Bound,Volume Map,"1, 2",4433,2017,,2016/08/25 16:29:58+00,
625649.067257218,987862.664698161,26974,14530,0,47TH AVE,4700,W,HONEYSUCKLE DR,25900,N,2016/07/06 07:00:00+00,389,MID2,South Bound,Volume Map,1,4483,2017,,2016/08/25 16:30:26+00,
